날짜,시가,고가,저가,거래량,등락률,RSI,기관합계,기타법인,개인,외국인합계,전체,종가
2024-07-10,193500,196200,189500,402279,-2.218782249742002,46.28759223720231,-2478319600,82497100,8801786400,-6405963900,0,189500
2024-07-11,191000,195500,189000,547890,-0.2638522427440633,45.91304900717064,-11530691600,452076400,686432800,10392182400,0,189000
2024-07-12,187500,195700,187100,575362,3.5449735449735447,51.568354471452096,22168061900,-71738100,-35873580000,13777256200,0,195700
2024-07-15,195700,195700,188800,535544,-0.6642820643842616,50.465765445455254,5682542000,121055400,6287178900,-12090776300,0,194400
2024-07-16,192800,193200,183000,551866,-5.761316872427984,42.111785932171344,-18090885500,555320100,27523139600,-9987574200,0,183200
2024-07-17,181500,184900,178400,415403,-2.292576419213974,39.47295177961225,-4756236400,-4343879800,5262047800,3838068400,0,179000
2024-07-18,178000,186500,177000,547368,1.7877094972067038,42.43279658233703,18213715200,-1433303500,-32958460500,16178048800,0,182200
2024-07-19,181900,194000,181700,623889,6.476399560922063,51.79410056052959,22514795900,-103077300,-41359755300,18948036700,0,194000
2024-07-22,192700,192700,181100,569845,-6.649484536082475,43.47151324469076,-17885394700,2028817800,38687886500,-22831309600,0,181100
2024-07-23,182500,184300,178200,393683,-1.1595803423522915,42.28045770745147,-7064094200,-40781300,12179152400,-5074276900,0,179000
2024-07-24,177500,184100,175600,360681,-0.22346368715083798,42.04416064591685,1295442600,92712000,-5384097500,3995942900,0,178600
2024-07-25,174600,184500,170600,972513,1.287793952967525,43.98278076284019,43676061200,632871100,-11906284700,-32402647600,0,180900
2024-07-26,181300,182200,173600,403715,-3.814262023217247,39.69317578431554,994427700,-196314900,10575965800,-11374078600,0,174000
2024-07-29,174200,178700,171700,353401,2.413793103448276,43.31704082081567,9508994200,-179526000,-16964910400,7635442200,0,178200
2024-07-30,177100,190000,176100,927485,5.218855218855219,50.4213033676452,31031526700,-1048157900,-55309602700,25326233900,0,187500
2024-07-31,185300,187300,179200,626382,-4.053333333333333,45.41225855509422,-8579551200,236870000,28793044600,-20450363400,0,179900
2024-08-01,180000,186600,170800,1167499,2.8904947192884936,49.13557080463209,23852567400,743125400,-16150805500,-8444887300,0,185100
2024-08-02,180400,191200,179600,724626,0.4321988114532685,49.70395176807238,23300672800,72609900,-30585825700,7212543000,0,185900
2024-08-05,184400,188900,164000,1150660,-11.296395911780527,37.77204527294863,28679937600,-613389000,-14766662700,-13299885900,0,164900
2024-08-06,171000,183000,170000,897262,9.76349302607641,48.065598566888816,11077727700,2181887100,-29236221300,15976606500,0,181000
2024-08-07,177700,182600,174200,581172,-3.7569060773480665,44.70221388054912,-10229519600,285071600,32800945600,-22856497600,0,174200
2024-08-08,171200,176800,165000,842757,-4.477611940298507,41.1456057175379,-19387844700,650634900,24873873900,-6136664100,0,166400
2024-08-09,170500,182600,169000,1093221,7.6923076923076925,48.400814072437434,16044703200,2128569000,-64945732400,46772460200,0,179200
2024-08-12,179700,183600,177800,374793,0.4464285714285714,48.82542381039118,-5744855700,-1794085700,10539187700,-3000246300,0,180000
2024-08-13,178300,185600,175500,560693,0.2222222222222222,49.05117806005555,-1439498500,-166998100,-3531390700,5137887300,0,180400
2024-08-14,185100,189400,181600,562104,3.1042128603104215,52.22851409829864,13396923600,122096500,-19169582500,5650562400,0,186000
2024-08-16,189700,191900,182100,508852,-2.0967741935483875,49.89481077090964,-9069336800,-756639600,22616843600,-12790867200,0,182100
2024-08-19,181300,182700,172000,621823,-5.326743547501374,44.56158010360392,-23662794200,991962700,38704219600,-16033388100,0,172400
2024-08-20,174700,176300,170200,486336,-0.46403712296983757,44.142502096226785,-15538875200,676636700,24309632800,-9447394300,0,171600
2024-08-21,171300,181400,171300,779994,2.738927738927739,47.279446377073654,2249139400,-1745151600,-35233280900,34729293100,0,176300
2024-08-22,177600,181800,175900,583764,2.6091888825865004,50.225732123360046,17995441100,-823357100,-32909902800,15737818800,0,180900
2024-08-23,178000,178900,172600,622358,-3.814262023217247,46.067001504084885,-6629994700,451765000,38391987900,-32213758200,0,174000
2024-08-26,175500,179100,171700,543665,-0.11494252873563218,45.94824182910425,-3483530100,148081100,-3264181300,6599630300,0,173800
2024-08-27,173800,175200,170000,614348,-2.128883774453395,43.70357233274565,-24989398400,-39661000,38104592100,-13075532700,0,170100
2024-08-28,171000,171500,165000,644737,-2.9394473838918285,40.80272022623935,-10791216200,-45095100,20456526400,-9620215100,0,165100
2024-08-29,163100,170200,163100,525714,2.059357964869776,43.54676431727997,9821496300,-315814700,-21605187600,12099506000,0,168500
2024-08-30,168800,170600,167200,381398,-0.11869436201780414,43.419265086367155,6861804500,105644300,-4800923900,-2166524900,0,168300
2024-09-02,169000,183700,168900,1625882,8.02139037433155,53.34831068347364,27097348700,413784200,-92089107600,64577974700,0,181800
2024-09-03,182500,182700,174400,686180,-4.0154015401540155,48.40205567657175,-23968975800,-100947900,48358325200,-24288401500,0,174500
2024-09-04,169700,175500,168000,585304,-2.4068767908309456,45.772561795602755,2135387600,822401200,9720481800,-12678270600,0,170300
2024-09-05,172700,173100,166000,515241,-1.8790369935408102,43.81930555936982,-4692316600,-168778100,16853802700,-11992708000,0,167100
2024-09-06,168500,169700,157500,733467,-5.385996409335727,38.80389453806222,-8651291200,-527767800,27725798000,-18546739000,0,158100
2024-09-09,155900,157200,151100,703185,-4.111321948134092,35.631879075410126,-23405992300,-62728000,22489585200,979135100,0,151600
2024-09-10,152500,154500,148700,482397,-1.912928759894459,34.28528389816552,-11151256100,19632200,2450522500,8681101400,0,148700
2024-09-11,149500,160700,149500,864741,3.362474781439139,38.59416638678212,-460879900,-678408600,-26343643000,27482931500,0,153700
2024-09-12,157000,165000,155000,1238778,2.342225113858165,41.56509057214153,-37705501900,-1116587500,21180929700,17641159700,0,157300
2024-09-13,158500,160400,153600,521286,1.1443102352193262,43.04876886344485,4626216400,-261137000,1253574300,-5618653700,0,159100
2024-09-19,161100,162000,155700,366905,-0.6285355122564426,42.404610538127734,1431078900,-89978700,2981117600,-4322217800,0,158100
2024-09-20,161300,164000,159800,506516,1.7077798861480076,44.806050894491904,6255181100,-129684400,-13963735600,7838238900,0,160800
2024-09-23,159800,169400,158900,585588,5.348258706467662,51.71226851130956,20194029200,272307600,-37097099700,16630762900,0,169400
2024-09-24,171500,182500,170700,1112942,6.375442739079102,58.70099943285738,24746710500,-393239600,-47148870900,22795400000,0,180200
2024-09-25,181900,184300,177600,655475,-0.776914539400666,57.53845732064781,4181200400,134837600,-11045029400,6728991400,0,178800
2024-09-26,179100,189600,177000,832170,6.0402684563758395,63.53759598509382,17239533000,-433547700,-37837933400,21031948100,0,189600
2024-09-27,188200,192000,185600,640252,0.42194092827004215,63.9439663205017,9257031800,300732500,-5823268300,-3734496000,0,190400
2024-09-30,193000,193900,184500,695961,-3.0987394957983194,58.74414969297131,-12004254300,571825200,28673103100,-17240674000,0,184500
2024-10-02,183400,192800,182500,626291,3.035230352303523,61.91020024857471,24702063400,111531600,-30801762800,5988167800,0,190100
2024-10-04,190100,192900,183400,602272,-3.5244608100999475,56.3394187570906,-1781245200,61046200,28911327700,-27191128700,0,183400
2024-10-07,185800,194000,184500,761883,5.070883315158124,61.51583102042582,5027200500,-322557300,-32413747700,27709104500,0,192700
2024-10-08,190700,193700,188400,482782,0.15568240788790866,61.67368639850007,4274553400,188362200,4476241000,-8939156600,0,193000
2024-10-10,194400,194500,186000,867580,-3.471502590673575,56.13566797748356,-38466324300,416175000,64609794700,-26559645400,0,186300
2024-10-11,186500,190200,180600,503426,-2.898550724637681,52.07682173542066,-6774113800,496925500,692763600,5584424700,0,180900
2024-10-14,178600,180000,175100,437477,-2.7639579878385847,48.57467351303531,-9701801500,205767300,17577790400,-8081756200,0,175900
2024-10-15,176600,180000,170000,551830,-2.7288231949971573,45.41701911936647,-15289206600,19980700,20740230100,-5471004200,0,171100
2024-10-16,172300,172900,168100,366010,-1.2273524254821742,44.06732868502716,-9937018300,-226837200,13548400100,-3384544600,0,169000
2024-10-17,168900,170900,166400,332780,-1.5384615384615385,42.387771241950254,-5437338200,164336100,11957991300,-6684989200,0,166400
2024-10-18,165200,167400,162000,391228,-1.9831730769230769,40.28888610276792,-14709633900,-201895400,8788918400,6122610900,0,163100
2024-10-21,163100,165700,162500,298968,1.1036174126302882,41.976583710692864,-6083674500,194622900,36452400,5852599200,0,164900
2024-10-22,163700,164800,156600,478346,-4.972710733778047,36.86474929743183,-11872467900,-629202100,15592634200,-3090964200,0,156700
2024-10-23,156200,163200,155000,449063,3.509891512444161,41.969337756113475,11082981200,-3493300,-9669212200,-1410275700,0,162200
2024-10-24,165000,165400,156500,456927,-3.45252774352651,38.55158180638327,-12043435200,244973100,27162021100,-15363559000,0,156600
2024-10-25,160400,163400,155500,349054,0.6385696040868455,39.49905674978178,1304518200,-305441200,-2811094700,1812017700,0,157600
2024-10-28,159200,172000,159100,810783,9.137055837563452,51.174012363481594,23822463800,-2322249400,-60601601400,39101387000,0,172000
2024-10-29,169300,174300,167500,485945,1.0465116279069768,52.41024792169408,5106198100,415110300,-6915132500,1393824100,0,173800
2024-10-30,172800,176200,169400,381830,-2.0713463751438432,49.699927552226576,-8913390700,467267300,2120744400,6325379000,0,170200
2024-10-31,168300,174900,166000,924023,0.17626321974148063,49.93228980696492,9632662600,427350600,-24020220600,13960207400,0,170500
2024-11-01,166200,174000,163000,521486,-0.46920821114369504,49.27854498309395,10900290000,125921700,-1605722100,-9420489600,0,169700
2024-11-04,172000,189100,168500,1677902,7.248084855627577,58.31514199119655,13714472600,-2695008100,-30657034100,19637569600,0,182000
2024-11-05,180300,183100,178200,428026,-1.9230769230769231,55.29619112061888,3339345200,203164000,1312723700,-4855232900,0,178500
2024-11-06,182100,182800,162000,1401358,-8.627450980392156,44.40361917290373,-29626622600,1283782800,59475282300,-31132442500,0,163100
2024-11-07,162800,164500,156100,818298,-2.452483139178418,42.08471114415758,-17970329400,-2574304900,14891026900,5653607400,0,159100
2024-11-08,162100,167200,160400,559098,0.9428032683846637,43.280928822475616,-2339969600,102851300,-15232576200,17469694500,0,160600
2024-11-11,161000,164700,152100,661237,-4.919053549190536,38.742316481339415,-16204242200,-41876400,27982131600,-11736013000,0,152700
2024-11-12,154400,157600,151000,640626,0.13097576948264572,38.91695289283131,6417137000,-78235400,-10341877800,4002976200,0,152900
2024-11-13,152800,154000,143200,796596,-5.624591236102027,34.37844036859923,-6980301800,-198202600,7431488000,-252983600,0,144300
2024-11-14,145000,147000,133200,1117417,-6.375606375606376,30.306639323195014,345537100,-8592600,-707076400,370131900,0,135100
2024-11-15,129900,130800,120400,1502075,-7.846039970392302,26.423418375950007,-5328786300,-2029355900,-28106364600,35464506800,0,124500
2024-11-18,124700,129100,122100,813884,2.4096385542168677,29.188807817195183,-406795900,-18943700,-10091136100,10516875700,0,127500
2024-11-19,127000,128500,122900,510489,0.39215686274509803,29.66330331367027,2731226000,-150446500,-7775101000,5194321500,0,128000
2024-11-20,127700,132100,125700,448887,1.40625,31.44429132999207,5797892500,-149022300,-6754423200,1105553000,0,129800
2024-11-21,129400,134300,128300,484977,1.9260400616332818,33.94596450403924,9084148500,114190900,-4085336600,-5113002800,0,132300
2024-11-22,133200,137900,132000,440799,2.3431594860166287,37.01519230407498,10223770400,-91364700,-7258912600,-2873493100,0,135400
2024-11-25,136200,143700,135300,672828,4.800590841949778,42.99614466466581,12036690100,-89873800,-18662110000,6715293700,0,141900
2024-11-26,143500,148700,139300,837516,-1.1980267794221282,41.8761359932988,-11016340300,652119800,1397155400,8967065100,0,140200
2024-11-27,140800,142200,134600,462950,-3.566333808844508,38.68435559853619,-3474431700,189450200,5290831700,-2005850200,0,135200
2024-11-28,140400,146600,138200,1015040,6.804733727810651,46.729851454565456,13226424800,3965098900,-26177242400,8985718700,0,144400
2024-11-29,144400,144400,135200,603689,-6.3711911357340725,40.94412616997364,-8323442000,281177600,26150242800,-18107978400,0,135200
2024-12-02,137300,142100,135600,490295,1.7011834319526626,42.84919407069423,4703108900,-29551300,-14614156100,9940598500,0,137500
2024-12-03,137700,139800,135000,400960,0.36363636363636365,43.277573895778524,-4141027200,-807015900,-4179406900,9127450000,0,138000
2024-12-04,134000,137500,131200,590011,-2.8260869565217392,40.71408958366768,2271567600,861539700,-3377672400,244565100,0,134100
2024-12-05,135000,135900,128800,368463,-3.877703206562267,37.522663189663874,-2572988700,276768700,3906304500,-1610084500,0,128900
2024-12-06,128800,132000,125000,504716,0.3878975950349108,38.025703805944026,8824860500,-93067500,-15692568300,6960775300,0,129400
2024-12-09,127700,131700,126000,605939,-0.46367851622874806,37.63411686338052,11480015800,-385184700,-28302757800,17207926700,0,128800
2024-12-10,131400,133700,129300,474551,1.7080745341614907,40.071050592342395,-2586534000,14314200,8878280700,-6306060900,0,131000
2024-12-11,131000,137200,129800,566257,0.15267175572519084,40.299435330862885,-4190780300,63587200,5274082700,-1146889600,0,131200
2024-12-12,133400,136900,128800,823795,2.8201219512195124,44.512354473922805,8497618100,-112190000,-3586848000,-4798580100,0,134900
2024-12-13,134200,135000,131000,488351,-2.891030392883618,41.21118828321656,-18035228000,299943600,20573075900,-2837791500,0,131000
2024-12-16,132000,133100,128200,469683,-2.1374045801526718,38.97625269192722,-16634222400,-168391100,13890978800,2911634700,0,128200
2024-12-17,129000,129200,118200,1088032,-7.800312012480499,32.249576240015045,-29353818300,-4620532300,37590901700,-3616551100,0,118200
2024-12-18,119100,121100,118500,598089,1.5228426395939088,34.442776052316006,-580776000,-1766446600,-16592491400,18939714000,0,120000
2024-12-19,117300,122000,116500,586245,-1.1666666666666667,33.533521343214886,-7110101200,-151662700,-1067178400,8328942300,0,118600
2024-12-20,119600,120400,113200,634148,-3.794266441821248,30.725765828653806,-7378577900,-386361300,-2095938100,9860877300,0,114100
2024-12-23,115000,115900,108900,672328,0.6134969325153374,31.68400242256807,2899491200,-441679100,-20435788600,17977976500,0,114800
2024-12-24,115300,121000,114800,753672,0.4355400696864111,32.40325831559389,-7426462800,-509313300,-12401548800,20337324900,0,115300
2024-12-26,116100,116300,109400,647305,-4.683434518647007,28.868253835063285,-3248698000,836253600,13059247700,-10646803300,0,109900
2024-12-27,109900,112300,106600,652732,-1.7288444040036397,27.7222798634687,-3865998900,802917600,-14494907500,17557988800,0,108000
2024-12-30,107900,111500,107500,399730,1.7592592592592593,30.68549411250241,836321500,60615800,-13860638100,12963700800,0,109900
2025-01-02,110400,110900,105000,459369,-4.003639672429482,27.83908498162046,-5452920600,-5190900,16116815700,-10658704200,0,105500
2025-01-03,105600,115200,105600,910881,7.109004739336493,38.33863336717779,-138250800,-736370600,-21131110000,22005731400,0,113000
2025-01-06,114100,118100,113000,553990,3.5398230088495577,43.094263271763566,193383100,-27637100,-2424890600,2259144600,0,117000
